,Player,Age,Pos,G,GS,Ctch%,Yds,Y/R,TD,1D,Lng,R/G,Y/G,Fmb,Player-additional,points
239,Stephen Anderson,28,te,17,4,84.20%,165,10.3,1,9,34,0.9,9.7,0,AndeSt01,38.5
240,Noah Brown,25,wr,13,1,64.00%,184,11.5,0,6,27,1.2,14.2,0,BrowNo00,34.4
241,Travis Homer,23,rb,14,0,80.00%,161,10.1,0,8,31,1.1,11.5,0,HomeTr00,32.1
242,Tyler Kroft,29,te,9,6,64.00%,173,10.8,1,9,26,1.8,19.2,0,KrofTy00,39.3
243,Ty Montgomery,28,wr,14,3,61.50%,95,5.9,0,5,21,1.1,6.8,0,MontTy01,25.5
244,James Proche,25,wr,14,0,80.00%,202,12.6,0,10,32,1.1,14.4,0,ProcJa00,36.2
245,Damien Williams,29,rb,12,2,69.60%,103,6.4,1,3,23,1.3,8.6,0,WillDa05,32.3
246,Maxx Williams,27,te,5,5,94.10%,193,12.1,1,9,34,3.2,38.6,0,WillMa04,41.3
247,Quintez Cephus,23,wr,5,3,68.20%,204,13.6,2,9,46,3.0,40.8,0,CephQu00,47.4
248,Chris Evans,24,rb,14,1,88.20%,151,10.1,2,6,24,1.1,10.8,0,EvanCh02,42.1
249,Kendall Hinton,24,wr,16,1,65.20%,175,11.7,1,10,40,0.9,10.9,0,HintKe00,38.5
250,Mohamed Sanu,32,wr,8,0,62.50%,177,11.8,0,12,21,1.9,22.1,0,SanuMo00,32.7
251,Cam Sims,25,wr,14,3,65.20%,211,14.1,2,11,43,1.1,15.1,0,SimsCa00,48.1
252,JuJu Smith-Schuster,25,wr,5,5,53.60%,129,8.6,0,6,24,3.0,25.8,0,SmitJu00,27.9
253,Jimmy Graham,35,te,15,6,60.90%,167,11.9,3,10,28,0.9,11.1,0,GrahJi00,48.7
254,Khalil Herbert,23,rb,17,2,87.50%,96,6.9,0,6,20,0.8,5.6,1,HerbKh00,21.6
255,Mack Hollins,28,wr,17,3,50.00%,223,15.9,4,11,65,0.8,13.1,0,HollMa00,60.3
256,O.J. Howard,27,TE,17,9,66.70%,135,9.6,1,10,21,0.8,7.9,0,HowaO.00,33.5
257,MyCole Pruitt,29,te,16,9,77.80%,145,10.4,3,10,22,0.9,9.1,0,PruiMy00,46.5
258,Rhamondre Stevenson,23,rb,12,2,77.80%,123,8.8,0,3,41,1.2,10.3,2,StevRh00,22.3
259,Ashton Dulin,24,wr,17,1,59.10%,173,13.3,2,9,62,0.8,10.2,0,DuliAs00,42.3
260,KhaDarel Hodge,26,wr,16,1,48.10%,157,12.1,0,7,42,0.8,9.8,0,HodgKh00,28.7
261,Lil'Jordan Humphrey,23,wr,10,4,72.20%,249,19.2,2,9,56,1.3,24.9,0,HumpLi01,49.9
262,Juwan Johnson,25,wr,14,2,59.10%,159,12.2,4,12,27,0.9,11.4,0,JohnJu02,52.9
263,Jerick McKinnon,29,rb,13,0,65.00%,107,8.2,1,6,14,1.0,8.2,0,McKiJe00,29.7
264,Dare Ogunbowale,27,rb,17,2,61.90%,114,8.8,1,3,28,0.8,6.7,0,OgunDa00,30.4
265,Boston Scott,26,rb,16,4,81.30%,83,6.4,0,3,19,0.8,5.2,1,ScotBo02,19.3
266,Salvon Ahmed,23,rb,12,0,63.20%,117,9.8,0,4,18,1.0,9.8,0,AhmeSa01,23.7
267,Dyami Brown,22,WR,15,6,48.00%,165,13.8,0,6,48,0.8,11.0,0,BrowDy00,28.5
268,Eric Ebron,28,te,8,3,66.70%,84,7.0,1,6,19,1.5,10.5,0,EbroEr00,26.4
269,Isaiah Ford,25,wr,13,2,70.60%,161,13.4,2,7,52,0.9,12.4,0,FordIs00,40.1
270,N'Keal Harry,24,wr,12,4,54.50%,184,15.3,0,7,43,1.0,15.3,1,HarrNK00,28.4
271,Carlos Hyde,31,rb,12,2,57.10%,65,5.4,0,1,9,1.0,5.4,2,HydeCa00,14.5
272,Jalen Richard,28,rb,10,0,85.70%,72,6.0,0,4,19,1.2,7.2,0,RichJa01,19.2
273,Adam Shaheen,27,te,12,7,75.00%,110,9.2,0,5,21,1.0,9.2,0,ShahAd00,23.0
274,Malik Turner,25,wr,14,0,75.00%,149,12.4,3,8,61,0.9,10.6,0,TurnMa00,44.9
275,James White,29,rb,3,0,85.70%,94,7.8,0,5,28,4.0,31.3,0,WhitJa02,21.4
276,Brock Wright,23,te,10,5,70.60%,117,9.8,2,6,36,1.2,11.7,0,WrigBr01,35.7
277,Tevin Coleman,28,rb,11,5,68.80%,49,4.5,0,2,11,1.0,4.5,0,ColeTe01,15.9
278,Kylen Granson,23,te,17,0,73.30%,106,9.6,0,4,27,0.6,6.2,0,GranKy00,21.6
279,Jakeem Grant*,29,0,15,0,64.70%,132,12.0,2,7,46,0.7,8.8,3,GranJa00,30.2
280,Blake Jarwin,27,TE,8,5,64.70%,96,8.7,2,5,20,1.4,12.0,0,JarwBl00,32.6
281,Collin Johnson,24,wr,12,1,52.40%,105,9.5,0,6,16,0.9,8.8,0,JohnCo01,21.5
282,Breshad Perriman,28,wr,6,0,61.10%,167,15.2,1,5,58,1.8,27.8,0,PerrBr02,33.7
283,John Ross,26,wr,10,1,55.00%,224,20.4,1,8,51,1.1,22.4,1,RossJo00,37.4
284,Drew Sample,25,TE,17,8,73.30%,81,7.4,0,3,19,0.6,4.8,0,SampDr00,19.1
285,Ben Skowronek,24,wr,14,1,55.00%,133,12.1,0,7,35,0.8,9.5,0,SkowBe00,24.3
286,Peyton Barber,27,rb,10,1,76.90%,67,6.7,0,3,23,1.0,6.7,2,BarbPe01,12.7
287,Trinity Benson,24,wr,8,2,45.50%,103,10.3,0,4,24,1.3,12.9,0,BensTr00,20.3
288,Parris Campbell,24,wr,6,3,50.00%,162,16.2,1,7,51,1.7,27.0,0,CampPa00,32.2
289,D'Wayne Eskridge,24,wr,10,0,50.00%,64,6.4,1,4,17,1.0,6.4,0,EskrDW00,22.4
290,Royce Freeman,25,0,15,0,62.50%,77,7.7,0,4,12,0.7,5.1,0,FreeRo00,17.7
291,Cyril Grayson,28,wr,5,3,83.30%,212,21.2,2,8,62,2.0,42.4,0,GrayCy01,43.2
292,Alec Ingold,25,fb,9,3,83.30%,85,8.5,1,4,29,1.1,9.4,0,IngoAl01,24.5
293,Ronald Jones II,24,rb,16,3,76.90%,64,6.4,0,2,15,0.6,4.0,2,JoneRo01,12.4
294,Latavius Murray,31,rb,14,6,76.90%,75,7.5,0,2,18,0.7,5.4,0,MurrLa00,17.5
295,Jaret Patterson,22,rb,17,1,90.90%,73,7.3,0,5,12,0.6,4.3,1,PattJa01,15.3
296,Dante Pettis,26,wr,3,0,62.50%,87,8.7,1,5,27,3.3,29.0,1,PettDa00,22.7
297,Anthony Schwartz,21,wr,14,2,43.50%,135,13.5,1,6,44,0.7,9.6,0,SchwAn00,29.5
298,Dede Westbrook,28,wr,15,0,66.70%,68,6.8,0,3,17,0.7,4.5,2,WestDe00,12.8
299,Blake Bell,30,te,16,5,69.20%,87,9.7,0,4,24,0.6,5.4,0,BellBl00,17.7
300,Alex Collins,27,rb,11,6,90.00%,87,9.7,0,3,28,0.8,7.9,1,CollAl00,15.7
301,D'Onta Foreman,25,rb,9,3,81.80%,123,13.7,0,6,39,1.0,13.7,2,ForeDO00,17.3
302,Jacob Hollister,28,te,7,2,64.30%,55,6.1,1,2,11,1.3,7.9,0,HollJa03,20.5
303,Marcus Johnson,27,wr,7,3,47.40%,160,17.8,0,7,50,1.3,22.9,0,JohnMa07,25.0
304,Dax Milne,22,wr,13,1,64.30%,83,9.2,0,4,22,0.7,6.4,1,MilnDa00,15.3
305,Josh Oliver,24,te,14,1,60.00%,66,7.3,0,4,19,0.6,4.7,1,OlivJo00,13.6
306,Elijhaa Penny,28,rb,17,3,69.20%,30,3.3,1,4,16,0.5,1.8,0,PennEl00,18.0
307,Trent Sherfield,25,wr,17,1,45.00%,87,9.7,1,7,18,0.5,5.1,0,SherTr00,23.7
308,Keith Smith,29,FB,17,8,90.00%,56,6.2,0,3,11,0.5,3.3,0,SmitKe03,14.6
309,Lee Smith,34,te,16,6,81.80%,65,7.2,1,3,22,0.6,4.1,0,SmitLe00,21.5
310,Equanimeous St. Brown,25,wr,13,2,52.90%,98,10.9,0,6,26,0.7,7.5,0,St.BEq00,18.8
311,Tommy Sweeney,26,te,13,3,75.00%,44,4.9,1,3,13,0.7,3.4,1,SweeTo00,17.4
312,Nick Vannett,28,te,7,2,60.00%,133,14.8,1,7,30,1.3,19.0,0,VannNi00,28.3
313,Ty'Son Williams,25,rb,13,3,75.00%,84,9.3,0,4,21,0.7,6.5,1,WillTy01,15.4
314,Derrick Gore,27,rb,11,0,88.90%,105,13.1,0,3,50,0.7,9.5,0,GoreDe00,18.5
315,Denzel Mims,24,wr,11,3,34.80%,133,16.6,0,5,40,0.7,12.1,0,MimsDe00,21.3
316,Patrick Ricard*,27,FB,13,11,61.50%,63,7.9,1,3,22,0.6,4.8,0,RicaPa00,20.3
317,Eric Saubert,27,te,17,4,66.70%,47,5.9,1,2,11,0.5,2.8,0,SaubEr00,18.7
318,Jeff Smith,24,wr,12,3,47.10%,113,14.1,0,6,35,0.7,9.4,0,SmitJe03,19.3
319,Juwann Winfree,25,wr,7,0,61.50%,58,7.3,0,5,12,1.1,8.3,2,WinfJu00,9.8
320,Matt Breida,26,rb,9,0,77.80%,72,10.3,2,4,23,0.8,8.0,1,BreiMa00,24.2
321,DJ Chark,25,wr,4,4,31.80%,154,22.0,2,7,41,1.8,38.5,0,CharDJ00,34.4
322,Phillip Dorsett,28,0,6,0,50.00%,110,15.7,0,3,36,1.2,18.3,0,DorsPh00,18.0
323,Luke Farrell,24,te,15,4,63.60%,56,8.0,0,3,21,0.5,3.7,1,FarrLu00,10.6
324,Noah Gray,22,te,16,1,70.00%,36,5.1,1,2,8,0.4,2.3,0,GrayNo00,16.6
325,Penny Hart,25,wr,17,0,58.30%,59,8.4,0,3,16,0.4,3.5,0,HartPe01,12.9
326,Godwin Igwebuike,27,db,17,1,70.00%,60,8.6,0,4,18,0.4,3.5,2,IgweGo00,9.0
327,Jesse James,27,TE,14,9,87.50%,62,8.9,1,3,19,0.5,4.4,0,JameJe00,19.2
328,Craig Reynolds,25,rb,5,2,87.50%,52,7.4,0,3,14,1.4,10.4,0,ReynCr00,12.2
329,Greg Ward,26,wr,17,0,63.60%,95,13.6,3,4,27,0.4,5.6,0,WardGr02,34.5
330,Jeff Wilson,26,rb,9,4,87.50%,31,4.4,0,1,11,0.8,3.4,1,WilsJe01,8.1
331,Eno Benjamin,22,rb,9,0,85.70%,42,7.0,0,4,12,0.7,4.7,0,BenjEn00,10.2
332,Chris Carson,27,rb,4,4,100.00%,29,4.8,0,1,16,1.5,7.3,1,CarsCh00,6.9
333,Corey Clement,27,rb,17,0,85.70%,29,4.8,1,1,8,0.4,1.7,0,ClemCo00,14.9
334,Jaelon Darden,22,wr,9,0,50.00%,43,7.2,0,1,29,0.7,4.8,0,DardJa00,10.3
335,Tom Kennedy,25,wr,12,0,60.00%,54,9.0,0,2,15,0.5,4.5,0,KennTo01,11.4
336,Chris Manhertz,29,TE,17,10,66.70%,71,11.8,1,4,22,0.4,4.2,0,ManhCh00,19.1
337,Tre' McKitty,22,te,11,4,75.00%,45,7.5,0,3,12,0.5,4.1,0,McKiTr00,10.5
338,Anthony Miller,27,0,3,1,50.00%,25,4.2,1,3,10,2.0,8.3,0,MillAn02,14.5
339,Rashaad Penny,25,RB,10,6,75.00%,48,8.0,0,3,27,0.6,4.8,0,PennRa00,10.8
340,Curtis Samuel,25,wr,5,1,66.70%,27,4.5,0,4,10,1.2,5.4,0,SamuCu00,8.7
341,Shi Smith,23,wr,6,0,54.50%,104,17.3,0,3,63,1.0,17.3,0,SmitSh03,16.4
342,Kenny Stills,29,wr,13,4,26.10%,68,11.3,1,4,22,0.5,5.2,0,StilKe00,18.8
343,Preston Williams,24,wr,8,3,37.50%,71,11.8,0,3,34,0.8,8.9,0,WillPr01,13.1
344,Antony Auclair,28,TE,16,13,100.00%,47,9.4,1,2,15,0.3,2.9,0,AuclAn00,15.7
345,Le'Veon Bell,29,0,8,0,71.40%,30,6.0,1,3,15,0.6,3.8,0,BellLe00,14.0
346,Dez Fitzpatrick,24,wr,4,0,62.50%,49,9.8,1,4,18,1.3,12.3,0,FitzDe00,15.9
347,Joe Fortson,26,wr,6,0,100.00%,47,9.4,2,3,27,0.8,7.8,0,FortJo01,21.7
348,Josh Gordon,30,wr,12,7,35.70%,32,6.4,1,3,11,0.4,2.7,0,GordJo02,14.2
349,KJ Hamler,22,wr,3,2,50.00%,74,14.8,0,4,28,1.7,24.7,0,HamlKJ00,12.4
350,Parker Hesse,26,de,8,1,83.30%,43,8.6,0,3,17,0.6,5.4,0,HessPa00,9.3
351,Tony Jones,24,rb,11,4,62.50%,29,5.8,0,2,19,0.5,2.6,0,JoneTo04,7.9
352,Joshua Kelley,24,rb,10,0,83.30%,38,7.6,0,1,17,0.5,3.8,1,KellJo01,6.8
353,Scott Miller,24,wr,9,0,55.60%,38,7.6,0,2,13,0.6,4.2,0,MillSc01,8.8
354,Colby Parkinson,22,te,14,1,62.50%,33,6.6,0,2,12,0.4,2.4,0,ParkCo02,8.3
355,Rodney Smith,25,rb,2,0,100.00%,48,9.6,0,2,17,2.5,24.0,0,SmitRo08,9.8
356,Ihmir Smith-Marsette,22,wr,8,1,83.30%,116,23.2,2,4,44,0.6,14.5,0,SmitIh00,28.6
357,Mike Thomas,27,wr,12,1,45.50%,52,10.4,0,3,19,0.4,4.3,0,ThomMi04,10.2
358,Cody White,23,wr,15,0,83.30%,33,6.6,0,3,11,0.3,2.2,0,WhitCo05,8.3
359,Charlie Woerner,24,te,17,3,83.30%,52,10.4,0,3,27,0.3,3.1,0,WoerCh00,10.2
360,Christian Blake,25,wr,16,0,44.40%,25,6.3,0,2,8,0.3,1.6,0,BlakCh00,6.5
361,Kendall Blanton,26,te,11,2,57.10%,37,9.3,0,2,23,0.4,3.4,1,BlanKe01,5.7
362,C.J. Board,28,wr,6,1,66.70%,51,12.8,0,3,38,0.7,8.5,0,BoarC.00,9.1
363,Ja'Marcus Bradley,25,wr,5,0,100.00%,64,16.0,0,2,37,0.8,12.8,0,BradJa01,10.4
364,Jason Cabinda,25,lb,14,4,57.10%,16,4.0,1,2,6,0.3,1.1,0,CabiJa00,11.6
365,Pharoh Cooper,26,wr,8,0,36.40%,33,8.3,0,1,15,0.5,4.1,0,CoopPh00,7.3
366,Tyler Davis,24,te,14,0,80.00%,35,8.8,0,1,22,0.3,2.5,0,DaviTy02,7.5
367,Ross Dwelley,26,te,17,2,80.00%,51,12.8,1,2,21,0.2,3.0,0,DwelRo00,15.1
368,Darren Fells,35,0,9,5,80.00%,43,10.8,0,2,24,0.4,4.8,0,FellDa01,8.3
369,Will Fuller,27,wr,2,0,50.00%,26,6.5,0,3,10,2.0,13.0,0,FullWi01,6.6
370,Garrett Griffin,27,TE,13,6,100.00%,39,9.8,0,2,14,0.3,3.0,1,GrifGa00,5.9
371,Chris Herndon,25,fb,16,5,57.10%,40,10.0,1,4,17,0.3,2.5,0,HernCh00,14.0
372,Taysom Hill,31,qb,12,9,66.70%,52,13.0,0,4,15,0.3,4.3,2,HillTa00,5.2
373,Chris Hogan,34,wr,5,1,50.00%,41,10.3,1,2,16,0.8,8.2,0,HogaCh00,14.1
374,Cody Hollister,28,wr,3,1,57.10%,33,8.3,0,4,14,1.3,11.0,0,HollCo00,7.3
375,Jermar Jefferson,21,rb,7,0,80.00%,23,5.8,0,2,11,0.6,3.3,0,JeffJe00,6.3
376,Duke Johnson,28,rb,5,4,80.00%,41,10.3,0,3,20,0.8,8.2,0,JohnDu00,8.1
377,Jakob Johnson,27,FB,17,6,80.00%,43,10.8,0,2,29,0.2,2.5,0,JohnJa12,8.3
378,Phillip Lindsay,27,0,14,1,80.00%,45,11.3,1,1,22,0.3,3.2,0,LindPh00,14.5
379,Sean McKeon,24,te,9,2,66.70%,27,6.8,1,2,12,0.4,3.0,0,McKeSe01,12.7
380,Kene Nwangwu,23,rb,11,0,80.00%,9,2.3,0,0,6,0.4,0.8,0,NwanKe00,4.9
381,Qadree Ollison,25,rb,8,0,66.70%,12,3.0,0,1,8,0.5,1.5,1,OlliQa00,3.2
382,Adrian Peterson,36,0,4,3,100.00%,8,2.0,0,0,5,1.0,2.0,1,PeteAd01,2.8
383,Amari Rodgers,22,wr,16,1,50.00%,45,11.3,0,2,19,0.3,2.8,2,RodgAm00,4.5
384,Wendell Smallwood,27,rb,3,0,80.00%,22,5.5,0,0,7,1.3,7.3,0,SmalWe00,6.2
385,Willie Snead,29,0,9,0,50.00%,38,9.5,0,3,15,0.4,4.2,0,SneaWi00,7.8
386,Jack Stoll,23,te,16,5,80.00%,22,5.5,0,0,9,0.3,1.4,0,StolJa00,6.2
387,J.J. Taylor,23,rb,5,0,100.00%,8,2.0,0,0,5,0.8,1.6,1,TaylJJ01,2.8
388,Ke'Shawn Vaughn,24,rb,12,1,50.00%,26,6.5,0,1,8,0.3,2.2,0,VaugKe00,6.6
389,Kristian Wilkerson,24,wr,3,1,50.00%,42,10.5,2,2,20,1.3,14.0,0,WilkKr00,20.2
390,Jonathan Williams,27,rb,5,0,66.70%,28,7.0,0,2,19,0.8,5.6,0,WillJo07,6.8
391,Cam Akers,22,rb,1,0,100.00%,10,3.3,0,0,6,3.0,10.0,0,AkerCa00,4.0
392,Ryquell Armstead,25,rb,2,0,75.00%,16,5.3,0,1,9,1.5,8.0,0,ArmsRy00,4.6
393,Malcolm Brown,28,rb,7,3,60.00%,10,3.3,0,0,7,0.4,1.4,0,BrowMa03,4.0
394,Michael Burton,29,rb,16,0,100.00%,31,10.3,0,2,20,0.2,1.9,0,BurtMi00,6.1
395,Greg Dortch,23,wr,5,2,100.00%,15,5.0,0,0,10,0.6,3.0,0,DortGr01,4.5
396,Alex Erickson,29,wr,17,0,75.00%,55,18.3,0,2,25,0.2,3.2,0,EricAl01,8.5
397,Reggie Gilliam,24,fb,16,5,60.00%,23,7.7,0,0,8,0.2,1.4,0,GillRe00,5.3
398,Demetrius Harris,30,te,14,4,50.00%,10,3.3,0,0,7,0.2,0.7,0,HarrDe03,4.0
399,K.J. Hill,24,cb,6,0,100.00%,30,10.0,0,1,19,0.5,5.0,0,HillKJ00,6.0
400,Tommy Hudson,24,te,5,0,50.00%,31,10.3,0,2,14,0.6,6.2,0,HudsTo00,6.1
401,Tyree Jackson,24,qb,9,3,42.90%,22,7.3,1,2,13,0.3,2.4,0,JackTy01,11.2
402,Andy Janovich,28,rb,13,3,75.00%,9,3.0,0,1,3,0.2,0.7,0,JanoAn00,3.9
403,Keith Kirkwood,27,wr,3,0,42.90%,17,5.7,0,1,7,1.0,5.7,0,KirkKe00,4.7
404,Patrick Laird,26,rb,6,0,100.00%,17,5.7,0,2,10,0.5,2.8,0,LairPa00,4.7
405,D.J. Montgomery,25,wr,3,0,50.00%,36,12.0,0,2,14,1.0,12.0,0,MontDJ01,6.6
406,Jason Moore,26,wr,2,1,75.00%,56,18.7,0,3,24,1.5,28.0,0,MoorJa02,8.6
407,Chris Myarick,26,te,8,3,50.00%,17,5.7,1,2,10,0.4,2.1,0,MyarCh00,10.7
408,Gabe Nabers,24,fb,10,1,100.00%,17,5.7,0,0,8,0.3,1.7,0,NabeGa00,4.7
409,Adam Prentice,24,fb,7,3,100.00%,16,5.3,0,1,10,0.4,2.3,0,PrenAd00,4.6
410,Jaylen Samuels,25,te,3,0,75.00%,14,4.7,0,1,6,1.0,4.7,0,SamuJa00,4.4
411,Trey Sermon,22,rb,9,2,75.00%,26,8.7,0,1,23,0.3,2.9,0,SermTr00,5.6
412,Kaden Smith,24,te,9,4,100.00%,33,11.0,0,1,21,0.3,3.7,0,SmitKa00,6.3
413,Jeremy Sprinkle,27,te,17,4,100.00%,31,10.3,0,2,11,0.2,1.8,0,SpriJe00,6.1
414,Auden Tate,24,wr,7,0,75.00%,39,13.0,1,3,18,0.4,5.6,0,TateAu00,12.9
415,Jonathan Ward,24,rb,13,0,75.00%,34,11.3,0,1,23,0.2,2.6,0,WardJo00,6.4
416,Derek Watt,29,rb,17,4,100.00%,15,5.0,0,0,9,0.2,0.9,0,WattDe00,4.5
417,Trevon Wesco,26,TE,12,7,60.00%,35,11.7,0,2,19,0.3,2.9,0,WescTr00,6.5
418,Mitchell Wilcox,25,te,15,1,60.00%,16,5.3,0,0,8,0.2,1.1,0,WilcMi01,4.6
419,Shane Zylstra,25,te,4,0,42.90%,34,11.3,0,2,16,0.8,8.5,0,ZylsSh00,6.4
420,JJ Arcega-Whiteside,25,wr,16,2,40.00%,36,18.0,0,2,23,0.1,2.3,0,ArceJJ00,5.6
421,Kalen Ballage,26,rb,17,0,28.60%,8,4.0,0,0,6,0.1,0.5,0,BallKa00,2.8
422,Cameron Batson,26,wr,4,0,40.00%,15,7.5,1,2,13,0.5,3.8,0,BatsCa00,9.5
423,Khari Blasingame,25,rb,11,3,100.00%,4,2.0,0,0,5,0.2,0.4,1,BlasKh00,0.4
424,Reggie Bonnafon,25,rb,4,0,100.00%,12,6.0,0,1,6,0.5,3.0,0,BonnRe00,3.2
425,Mike Boone,26,rb,8,0,100.00%,22,11.0,0,1,19,0.3,2.8,0,BoonMi00,4.2
426,Daniel Brown,29,wr,12,0,100.00%,29,14.5,0,1,24,0.2,2.4,0,BrowDa04,4.9
427,Derek Carrier,31,te,5,1,100.00%,13,6.5,0,0,9,0.4,2.6,0,CarrDe00,3.3
428,Cethan Carter,26,te,16,1,100.00%,16,8.0,0,0,8,0.1,1.0,0,CartCe00,3.6
429,Dominique Dafney,24,te,10,2,50.00%,34,17.0,0,2,26,0.2,3.4,0,DafnDo00,5.4
430,Taylor Decker,28,LT,9,9,100.00%,4,2.0,1,1,6,0.2,0.4,0,DeckTa00,8.4
431,Darrynton Evans,23,rb,1,0,100.00%,11,5.5,0,1,6,2.0,11.0,0,EvanDa02,3.1
432,Jesper Horsted,24,wr,7,0,66.70%,21,10.5,2,2,19,0.3,3.0,0,HorsJe00,16.1
433,Jordan Howard,27,rb,7,0,40.00%,19,9.5,0,2,10,0.3,2.7,0,HowaJo00,3.9
434,Trenton Irwin,26,wr,7,0,40.00%,34,17.0,0,1,25,0.3,4.9,0,IrwiTr00,5.4
435,Tyron Johnson,25,0,10,0,40.00%,16,8.0,0,1,10,0.2,1.6,0,JohnTy03,3.6
436,Marcus Kemp,26,wr,16,0,40.00%,24,12.0,0,1,16,0.1,1.5,0,KempMa00,4.4
437,Jake Kumerow,29,wr,15,2,33.30%,28,14.0,0,2,15,0.1,1.9,0,KumeJa00,4.8
438,Marlon Mack,25,rb,6,0,40.00%,8,4.0,0,0,7,0.3,1.3,0,MackMa00,2.8
439,Racey McMath,22,wr,9,0,33.30%,8,4.0,0,0,9,0.2,0.9,1,McMaRa00,0.8
440,Jaydon Mickens,27,0,11,0,66.70%,10,5.0,0,1,12,0.2,0.9,1,MickJa01,1.0
441,Stanley Morgan Jr.,25,wr,17,1,50.00%,11,5.5,0,0,8,0.1,0.6,0,MorgSt02,3.1
442,Dazz Newsome,22,wr,3,1,40.00%,23,11.5,0,1,13,0.7,7.7,0,NewsDa00,4.3
443,Gunner Olszewski,25,wr,16,0,66.70%,31,15.5,0,2,22,0.1,1.9,3,OlszGu00,-0.9
444,Dezmon Patmon,23,wr,8,0,50.00%,21,10.5,1,1,14,0.3,2.6,0,PatmDe00,10.1
445,Scottie Phillips,24,rb,3,0,66.70%,9,4.5,0,0,8,0.7,3.0,0,PhilSc01,2.9
446,Kevin Rader,26,te,6,1,66.70%,8,4.0,0,0,7,0.3,1.3,0,RadeKe00,2.8
447,Trey Ragas,25,rb,1,0,100.00%,6,3.0,0,0,4,2.0,6.0,0,RagaTr00,2.6
448,Richard Rodgers,29,te,3,0,100.00%,11,5.5,0,0,9,0.7,3.7,0,RodgRi00,3.1
449,C.J. Saunders,25,wr,2,0,100.00%,11,5.5,0,1,8,1.0,5.5,0,SaunCJ00,3.1
450,David Sills,25,wr,4,1,33.30%,17,8.5,0,1,12,0.5,4.3,0,SillDa01,3.7
451,Benny Snell Jr.,23,rb,17,0,50.00%,13,6.5,0,0,7,0.1,0.8,0,SnelBe00,3.3
452,Johnny Stanton,27,rb,4,0,100.00%,7,3.5,1,1,6,0.5,1.8,0,StanJo02,8.7
453,Luke Stocker,33,te,12,0,100.00%,12,6.0,0,0,7,0.2,1.0,0,StocLu00,3.2
454,Mike Strachan,24,wr,6,0,66.70%,26,13.0,0,2,16,0.3,4.3,0,StraMi03,4.6
455,Malik Taylor,26,wr,10,0,66.70%,14,7.0,0,1,7,0.2,1.4,1,TaylMa01,1.4
456,Patrick Taylor,23,rb,9,0,100.00%,3,1.5,0,1,3,0.2,0.3,0,TaylPa01,2.3
457,Trent Taylor,27,wr,4,0,66.70%,41,20.5,0,2,26,0.5,10.3,0,TaylTr02,6.1
458,Tylan Wallace,22,wr,17,1,33.30%,23,11.5,0,1,18,0.1,1.4,0,WallTy00,4.3
459,Austin Walter,25,rb,4,0,66.70%,9,4.5,0,1,11,0.5,2.3,0,WaltAu00,2.9
460,Dwayne Washington,27,rb,14,0,100.00%,12,6.0,0,0,6,0.1,0.9,0,WashDw00,3.2
461,Tyrell Williams,29,wr,1,1,66.70%,14,7.0,0,1,7,2.0,14.0,0,WillTy00,3.4
462,Ethan Wolf,26,te,2,1,100.00%,8,4.0,0,0,4,1.0,4.0,0,WolfEt00,2.8
463,Kenny Yeboah,23,te,9,0,66.70%,36,18.0,0,2,24,0.2,4.0,0,YeboKe00,5.6
464,Alex Armah,27,0,11,2,100.00%,1,1.0,1,1,1,0.1,0.1,0,ArmaAl00,7.1
465,Nick Bawden,25,rb,9,1,100.00%,20,20.0,0,1,20,0.1,2.2,0,BawdNi00,3.0
466,Nick Bellore,32,lb,17,0,100.00%,4,4.0,0,0,4,0.1,0.2,0,BellNi01,1.4
467,Tarik Black,23,wr,1,0,50.00%,10,10.0,0,1,10,1.0,10.0,0,BlacTa00,2.0
468,Miles Boykin,25,wr,8,0,100.00%,6,6.0,0,0,6,0.1,0.8,0,BoykMi00,1.6
469,Nick Boyle,28,te,5,3,50.00%,2,2.0,0,0,2,0.2,0.4,0,BoylNi00,1.2
470,Garrett Bradbury,26,C,13,13,100.00%,21,21.0,0,1,21,0.1,1.6,0,BradGa00,3.1
471,Gary Brightwell,22,rb,13,0,100.00%,6,6.0,0,0,6,0.1,0.5,0,BrigGa00,1.6
472,Keke Coutee,24,wr,2,0,100.00%,5,5.0,0,0,5,0.5,2.5,0,CoutKe00,1.5
473,Darrell Daniels,27,te,15,4,25.00%,0,0.0,0,0,0,0.1,0.0,0,DaniDa02,1.0
474,Frank Darby,24,wr,10,0,25.00%,14,14.0,0,1,14,0.1,1.4,0,DarbFr00,2.4
475,Davion Davis,25,wr,2,1,33.30%,17,17.0,0,1,17,0.5,8.5,0,DaviDa03,2.7
476,Wayne Gallman,27,0,8,0,33.30%,21,21.0,0,1,21,0.1,2.6,0,GallWa00,3.1
477,Marvin Hall,28,wr,2,0,100.00%,10,10.0,0,1,10,0.5,5.0,0,HallMa02,2.0
478,Taylor Heinicke,28,QB,16,15,100.00%,-2,-2.0,0,0,-2,0.1,-0.1,7,HeinTa00,-13.2
479,Daniel Helm,26,te,9,1,50.00%,-1,-1.0,0,0,0,0.1,-0.1,0,HelmDa01,0.9
480,Kylin Hill,23,rb,8,0,50.00%,5,5.0,0,0,5,0.1,0.6,0,HillKy00,1.5
481,Amani Hooker,23,FS,12,12,100.00%,6,6.0,0,1,6,0.1,0.5,0,HookAm00,1.6
