,Player,Age,Pos,G,GS,Ctch%,Yds,Y/R,TD,1D,Lng,R/G,Y/G,Fmb,Player-additional,points
233,Kalen Ballage,24,RB,12,6,58.30%,63,4.5,0,4,13,1.2,5.3,0.0,BallKa00,20.3
234,Trey Burton,28,te,8,5,58.30%,84,6.0,0,5,16,1.8,10.5,0.0,BurtTr01,22.4
235,Anthony Firkser,24,fb,15,1,58.30%,204,14.6,1,9,39,0.9,13.6,0.0,FirkAn00,40.4
236,Jeff Heuerman,27,TE,14,11,70.00%,114,8.1,1,9,26,1.0,8.1,0.0,HeueJe00,31.4
237,Marlon Mack,23,RB,14,12,82.40%,82,5.9,0,2,14,1.0,5.9,0.0,MackMa00,22.2
238,Raheem Mostert,27,rb,16,0,63.60%,180,12.9,2,6,39,0.9,11.3,2.0,MostRa00,40.0
239,James O'Shaughnessy,27,TE,5,5,70.00%,153,10.9,2,7,35,2.8,30.6,0.0,O'ShJa00,41.3
240,Ricky Seals-Jones,24,wr,14,3,63.60%,229,16.4,4,10,59,1.0,16.4,1.0,SealRi00,58.9
241,Tavon Austin,29,wr,14,0,54.20%,177,13.6,1,8,59,0.9,12.6,1.0,AustTa00,34.7
242,Miles Boykin,23,WR,16,11,59.10%,198,15.2,3,10,50,0.8,12.4,0.0,BoykMi00,50.8
243,Derek Carrier,29,te,16,4,68.40%,108,8.3,1,4,25,0.8,6.8,0.0,CarrDe00,29.8
244,Frank Gore,36,rb,16,8,81.30%,100,7.7,0,5,18,0.8,6.3,0.0,GoreFr00,23.0
245,Matt LaCosse,27,TE,11,8,68.40%,131,10.1,1,6,24,1.2,11.9,0.0,LaCoMa00,32.1
246,Scott Miller,22,wr,10,2,50.00%,200,15.4,1,5,48,1.3,20.0,0.0,MillSc01,39.0
247,Ty Montgomery,26,wr,16,2,76.50%,90,6.9,0,3,21,0.8,5.6,0.0,MontTy01,22.0
248,Nick O'Leary,27,0,12,5,72.20%,109,8.4,1,4,19,1.1,9.1,1.0,OLeaNi00,27.9
249,Geoff Swaim,26,te,6,2,76.50%,65,5.0,0,1,9,2.2,10.8,0.0,SwaiGe00,19.5
250,T.J. Yeldon,26,rb,6,0,86.70%,124,9.5,0,6,23,2.2,20.7,1.0,YeldT.00,23.4
251,Seth Devalve,26,te,12,6,66.70%,140,11.7,0,7,20,1.0,11.7,0.0,DevaSe00,26.0
252,Chase Edmonds,23,rb,13,2,57.10%,105,8.8,1,5,31,0.9,8.1,0.0,EdmoCh00,28.5
253,Marquise Goodwin,29,wr,9,6,57.10%,186,15.5,1,10,38,1.3,20.7,0.0,GoodMa00,36.6
254,N'Keal Harry,22,wr,7,5,50.00%,105,8.8,2,7,18,1.7,15.0,0.0,HarrNK00,34.5
255,Dontrell Hilliard,24,rb,14,0,80.00%,92,7.7,0,4,19,0.9,6.6,2.0,HillDo00,17.2
256,Dontrelle Inman,30,0,7,1,57.10%,181,15.1,0,9,28,1.7,25.9,0.0,InmaDo00,30.1
257,Jake Kumerow,27,wr,14,4,57.10%,219,18.3,1,8,49,0.9,15.6,0.0,KumeJa00,39.9
258,Sony Michel,24,RB,16,14,60.00%,94,7.8,0,7,19,0.8,5.9,2.0,MichSo00,17.4
259,Byron Pringle,26,wr,16,0,75.00%,170,14.2,1,7,28,0.8,10.6,0.0,PrinBy00,35.0
260,Damion Ratley,24,wr,13,3,50.00%,200,16.7,1,11,46,0.9,15.4,0.0,RatlDa00,38.0
261,Duke Williams,27,0,4,3,63.20%,166,13.8,1,8,41,3.0,41.5,0.0,WillDu01,34.6
262,Christian Blake,23,wr,9,3,45.80%,91,8.3,0,5,13,1.2,10.1,0.0,BlakCh00,20.1
263,DeAndre Carter,26,wr,16,3,78.60%,162,14.7,0,6,46,0.7,10.1,2.0,CartDe02,23.2
264,Keelan Doss,23,wr,8,2,78.60%,133,12.1,0,6,31,1.4,16.6,0.0,DossKe00,24.3
265,Wayne Gallman,25,rb,10,2,73.30%,102,9.3,1,4,21,1.1,10.2,0.0,GallWa00,27.2
266,Travis Homer,21,rb,16,1,84.60%,56,5.1,0,3,11,0.7,3.5,0.0,HomeTr00,16.6
267,Cordarrelle Patterson*+,28,wr,16,4,64.70%,83,7.5,0,3,33,0.7,5.2,0.0,PattCo00,19.3
268,Dante Pettis,24,wr,11,4,45.80%,109,9.9,2,7,21,1.0,9.9,0.0,PettDa00,33.9
269,Ito Smith,24,rb,7,0,78.60%,87,7.9,0,2,11,1.6,12.4,0.0,SmitIt00,19.7
270,JJ Arcega-Whiteside,23,wr,16,5,45.50%,169,16.9,1,7,30,0.6,10.6,0.0,ArceJJ00,32.9
271,Vernon Davis,35,te,4,1,52.60%,123,12.3,1,4,48,2.5,30.8,0.0,DaviVe00,28.3
272,Brian Hill,24,rb,12,2,71.40%,69,6.9,1,4,12,0.8,5.8,0.0,HillBr02,22.9
273,Mack Hollins,26,0,16,3,43.50%,125,12.5,0,7,20,0.6,7.8,0.0,HollMa00,22.5
274,Jordan Howard,25,rb,10,4,71.40%,69,6.9,1,3,20,1.0,6.9,0.0,HowaJo00,22.9
275,Carlos Hyde,29,RB,16,14,62.50%,42,4.2,0,2,14,0.6,2.6,4.0,HydeCa00,6.2
276,Kerryon Johnson,22,RB,8,7,66.70%,127,12.7,1,7,36,1.3,15.9,1.0,JohnKe06,26.7
277,Alexander Mattison,21,rb,13,0,83.30%,82,8.2,0,3,17,0.8,6.3,1.0,MattAl01,16.2
278,C.J. Prosise,25,rb,9,0,83.30%,76,7.6,0,3,21,1.1,8.4,1.0,ProsC.00,15.6
279,Robert Tonyan,25,te,11,1,66.70%,100,10.0,1,4,28,0.9,9.1,0.0,TonyRo00,26.0
280,Andrew Beck,23,te,16,6,75.00%,90,10.0,1,6,29,0.6,5.6,0.0,BeckAn01,24.0
281,Brandon Bolden,29,rb,15,2,81.80%,111,12.3,1,6,29,0.6,7.4,0.0,BoldBr00,26.1
282,Deon Cain,23,0,13,6,45.00%,124,13.8,0,7,35,0.7,9.5,0.0,CainDe00,21.4
283,Jaeden Graham,24,te,16,0,90.00%,149,16.6,1,7,53,0.6,9.3,0.0,GrahJa01,29.9
284,Virgil Green,31,te,15,4,69.20%,78,8.7,1,4,15,0.6,5.2,0.0,GreeVi00,22.8
285,Andy Isabella,23,wr,15,1,69.20%,189,21.0,1,4,88,0.6,12.6,0.0,IsabAn00,33.9
286,DeSean Jackson,33,wr,3,3,90.00%,159,17.7,2,6,53,3.0,53.0,0.0,JackDe00,36.9
287,Justin Jackson,23,rb,7,0,81.80%,22,2.4,0,0,9,1.3,3.1,0.0,JackJu01,11.2
288,Joshua Perkins,26,te,5,0,69.20%,87,9.7,1,5,24,1.8,17.4,0.0,PerkJo02,23.7
289,Kalif Raymond,25,wr,8,1,75.00%,170,18.9,1,6,52,1.1,21.3,1.0,RaymKa00,30.0
290,Adam Shaheen,25,te,8,2,69.20%,74,8.2,0,3,18,1.1,9.3,1.0,ShahAd00,14.4
291,Wendell Smallwood,25,rb,15,0,69.20%,64,7.1,0,4,18,0.6,4.3,0.0,SmalWe00,15.4
292,Darwin Thompson,22,rb,12,0,90.00%,43,4.8,0,2,19,0.8,3.6,0.0,ThomDa06,13.3
293,Laquon Treadwell,24,wr,13,1,56.30%,184,20.4,1,8,58,0.7,14.2,0.0,TreaLa00,33.4
294,Damion Willis,22,wr,10,2,56.30%,82,9.1,0,3,17,0.9,8.2,0.0,WillDa11,17.2
295,Mo Alie-Cox,26,te,16,2,72.70%,93,11.6,0,5,21,0.5,5.8,0.0,AlieMo00,17.3
296,Dan Arnold,24,0,5,1,57.10%,127,15.9,2,6,37,1.6,25.4,0.0,ArnoDa00,32.7
297,Blake Bell,28,TE,15,7,53.30%,67,8.4,0,3,30,0.5,4.5,0.0,BellBl00,14.7
298,Antonio Callaway,22,wr,4,2,53.30%,89,11.1,0,3,41,2.0,22.3,0.0,CallAn00,16.9
299,Tyler Conklin,24,te,15,1,80.00%,58,7.3,0,2,20,0.5,3.9,0.0,ConkTy00,13.8
300,Trevor Davis,26,0,14,4,72.70%,111,13.9,0,4,28,0.6,7.9,3.0,DaviTr03,13.1
301,Hale Hentges,23,te,11,4,57.10%,103,12.9,1,6,24,0.7,9.4,0.0,HentHa00,24.3
302,Justice Hill,22,rb,16,0,53.30%,70,8.8,0,5,14,0.5,4.4,0.0,HillJu00,15.0
303,Chris Hogan,32,wr,7,1,53.30%,67,8.4,0,3,13,1.1,9.6,0.0,HogaCh00,14.7
304,Jesper Horsted,22,wr,6,1,80.00%,87,10.9,1,4,20,1.3,14.5,1.0,HorsJe00,20.7
305,Rashaad Penny,23,rb,10,0,72.70%,83,10.4,1,3,30,0.8,8.3,1.0,PennRa00,20.3
306,Patrick Ricard*,25,FB,16,7,72.70%,47,5.9,1,3,10,0.5,2.9,0.0,RicaPa00,18.7
307,Luke Stocker,31,TE,15,9,57.10%,53,6.6,0,2,18,0.5,3.5,1.0,StocLu00,11.3
308,Tommy Sweeney,24,te,6,1,61.50%,114,14.3,0,4,29,1.3,19.0,0.0,SweeTo00,19.4
309,Ryan Switzer,25,wr,9,0,72.70%,27,3.4,0,2,8,0.9,3.0,1.0,SwitRy00,8.7
310,Luke Willson,29,te,8,7,80.00%,79,9.9,0,5,17,1.0,9.9,0.0,WillLu00,15.9
311,Brandon Zylstra,26,wr,8,0,66.70%,106,13.3,0,5,40,1.0,13.3,1.0,ZylsBr00,16.6
312,Daniel Brown,27,wr,16,5,63.60%,72,10.3,1,4,24,0.4,4.5,0.0,BrowDa04,20.2
313,Mike Davis,26,0,12,1,87.50%,22,3.1,0,1,7,0.6,1.8,0.0,DaviMi01,9.2
314,Gus Edwards,24,rb,16,1,100.00%,45,6.4,0,2,10,0.4,2.8,2.0,EdwaGu00,7.5
315,Myles Gaskin,22,rb,7,0,58.30%,51,7.3,0,2,20,1.0,7.3,0.0,GaskMy00,12.1
316,Derrius Guice,22,rb,5,1,77.80%,79,11.3,1,2,45,1.4,15.8,0.0,GuicDe00,20.9
317,Marvin Hall,26,wr,9,0,63.60%,261,37.3,1,7,58,0.8,29.0,0.0,HallMa02,39.1
318,J.P. Holtz,26,0,15,7,87.50%,91,13.0,0,4,30,0.5,6.1,0.0,HoltJ.01,16.1
319,Bilal Powell,31,rb,13,1,58.30%,33,4.7,0,0,9,0.5,2.5,0.0,PoweBi00,10.3
320,Durham Smythe,24,TE,16,14,50.00%,65,9.3,0,2,24,0.4,4.1,0.0,SmytDu00,13.5
321,Danny Vitale,26,rb,15,4,58.30%,97,13.9,0,3,27,0.5,6.5,0.0,VitaDa00,16.7
322,Jordan Wilkins,25,rb,14,1,63.60%,43,6.1,0,1,11,0.5,3.1,0.0,WilkJo01,11.3
323,Kenjon Barner,30,rb,14,0,75.00%,22,3.7,0,1,13,0.4,1.6,4.0,BarnKe00,0.2
324,Travis Benjamin,30,wr,5,2,37.50%,30,5.0,0,3,13,1.2,6.0,0.0,BenjTr00,9.0
325,Braxton Berrios,24,wr,16,0,46.20%,115,19.2,0,3,69,0.4,7.2,1.0,BerrBr00,15.5
326,Reggie Bonnafon,23,rb,16,0,66.70%,57,9.5,0,1,32,0.4,3.6,0.0,BonnRe00,11.7
327,Devontae Booker,27,rb,16,0,66.70%,57,9.5,0,1,25,0.4,3.6,0.0,BookDe00,11.7
328,Ben Braunecker,25,te,11,3,54.50%,59,9.8,1,5,18,0.5,5.4,0.0,BrauBe00,17.9
329,Trey Edmunds,25,te,11,0,85.70%,48,8.0,0,2,11,0.5,4.4,0.0,EdmuTr00,10.8
330,Troy Fumagalli,24,te,11,5,66.70%,38,6.3,1,1,9,0.5,3.5,0.0,FumaTr00,15.8
331,Deonte Harty*+,22,wr,14,1,100.00%,24,4.0,0,2,13,0.4,1.7,3.0,HarrDe07,2.4
332,Alec Ingold,23,fb,16,4,100.00%,44,7.3,1,4,14,0.4,2.8,0.0,IngoAl01,16.4
333,Ryan Izzo,24,te,6,4,66.70%,114,19.0,1,4,41,1.0,19.0,0.0,IzzoRy00,23.4
334,Richie James,24,wr,16,1,60.00%,165,27.5,1,5,57,0.4,10.3,1.0,JameRi00,26.5
335,D'Ernest Johnson,23,rb,16,0,85.70%,71,11.8,0,1,27,0.4,4.4,0.0,JohnDE04,13.1
336,Tyler Kroft,27,te,11,3,42.90%,71,11.8,1,5,20,0.5,6.5,0.0,KrofTy00,19.1
337,Zach Line,29,rb,12,2,60.00%,36,6.0,0,1,12,0.5,3.0,0.0,LineZa01,9.6
338,Andre Patton,25,WR,13,5,35.30%,56,9.3,0,4,15,0.5,4.3,0.0,PattAn00,11.6
339,MyCole Pruitt,27,TE,16,10,75.00%,90,15.0,1,4,42,0.4,5.6,0.0,PruiMy00,21.0
340,Riley Ridley,23,wr,5,0,85.70%,69,11.5,0,4,32,1.2,13.8,0.0,RidlRi00,12.9
341,Diontae Spencer,27,wr,16,2,75.00%,31,5.2,0,1,20,0.4,1.9,3.0,SpenDi00,3.1
342,Darren Sproles,36,rb,6,1,60.00%,24,4.0,0,1,7,1.0,4.0,1.0,SproDa00,6.4
343,Marcell Ateman,25,wr,11,0,50.00%,116,23.2,0,4,36,0.5,10.5,1.0,AtemMa00,14.6
344,Stephen Carlson,23,te,9,5,71.40%,51,10.2,1,2,21,0.6,5.7,0.0,CarlSt00,16.1
345,Patrick DiMarco,30,fb,16,4,71.40%,41,8.2,0,1,27,0.3,2.6,0.0,DiMaPa00,9.1
346,Andy Janovich,26,rb,7,3,100.00%,42,8.4,0,1,22,0.7,6.0,0.0,JanoAn00,9.2
347,David Njoku,23,te,4,1,50.00%,41,8.2,1,3,18,1.3,10.3,0.0,NjokDa00,15.1
348,Drew Sample,23,te,9,2,83.30%,30,6.0,0,1,21,0.6,3.3,0.0,SampDr00,8.0
349,Devin Smith,27,wr,4,2,55.60%,113,22.6,1,4,51,1.3,28.3,0.0,SmitDe04,22.3
350,Spencer Ware,28,rb,3,1,71.40%,22,4.4,0,1,18,1.7,7.3,1.0,WareSp00,5.2
351,Jonathan Williams,25,rb,9,1,100.00%,59,11.8,0,3,31,0.6,6.6,0.0,WillJo07,10.9
352,Cedrick Wilson Jr.,24,wr,6,0,62.50%,46,9.2,0,2,14,0.8,7.7,0.0,WilsCe01,9.6
353,Nick Bawden,23,rb,10,2,66.70%,17,4.3,0,1,10,0.4,1.7,0.0,BawdNi00,5.7
354,Khari Blasingame,23,rb,6,3,80.00%,54,13.5,0,2,24,0.7,9.0,0.0,BlasKh00,9.4
355,Antonio Brown,31,wr,1,0,50.00%,56,14.0,1,3,20,4.0,56.0,0.0,BrowAn04,15.6
356,Tra Carson,27,0,3,1,100.00%,18,4.5,0,0,8,1.3,6.0,0.0,CarsTr01,5.8
357,Michael Crabtree,32,wr,2,1,80.00%,22,5.5,0,0,9,2.0,11.0,0.0,CrabMi00,6.2
358,Ryan Grant,29,wr,2,1,44.40%,14,3.5,0,1,9,2.0,7.0,0.0,GranRy01,5.4
359,Darrell Henderson,22,rb,13,0,66.70%,37,9.3,0,1,14,0.3,2.8,0.0,HendDa00,7.7
360,Rashard Higgins,25,wr,10,1,36.40%,55,13.8,1,3,35,0.4,5.5,0.0,HiggRa00,15.5
361,KhaDarel Hodge,24,wr,16,1,40.00%,76,19.0,0,3,41,0.3,4.8,0.0,HodgKh00,11.6
362,Tevin Jones,27,wr,5,0,40.00%,61,15.3,0,1,28,0.8,12.2,0.0,JoneTe02,10.1
363,Jordan Matthews,27,0,3,1,33.30%,33,8.3,0,1,10,1.3,11.0,0.0,MattJo00,7.3
364,Donte Moncrief,26,0,8,2,26.70%,18,4.5,0,1,11,0.5,2.3,0.0,MoncDo00,5.8
365,Johnny Mundt,25,te,13,2,57.10%,26,6.5,0,1,9,0.3,2.0,0.0,MundJo00,6.6
366,JJ Nelson,27,wr,2,1,80.00%,36,9.0,1,1,29,2.0,18.0,0.0,NelsJJ00,13.6
367,Trent Sherfield,23,wr,16,1,30.80%,80,20.0,0,4,38,0.3,5.0,0.0,SherTr00,12.0
368,Lee Smith,32,wr,16,5,80.00%,31,7.8,1,2,9,0.3,1.9,0.0,SmitLe00,13.1
369,Ross Travis,26,lb,3,1,66.70%,51,12.8,0,1,25,1.3,17.0,1.0,TravRo00,7.1
370,Clive Walford,28,te,7,3,50.00%,57,14.3,0,4,19,0.6,8.1,0.0,WalfCl00,9.7
371,DeAndrew White,28,wr,10,0,44.40%,51,12.8,0,3,18,0.4,5.1,0.0,WhitDe01,9.1
372,Mike Boone,24,rb,16,2,75.00%,17,5.7,0,0,7,0.2,1.1,0.0,BoonMi00,4.7
373,Cody Core,25,wr,16,0,60.00%,28,9.3,0,2,11,0.2,1.8,0.0,CoreCo00,5.8
374,Geremy Davis,27,wr,7,1,100.00%,38,12.7,0,1,19,0.4,5.4,0.0,DaviGe00,6.8
375,Robert Foster,25,wr,13,2,16.70%,64,21.3,0,3,24,0.2,4.9,0.0,FostRo01,9.4
376,Devin Funchess,25,wr,1,1,60.00%,32,10.7,0,2,16,3.0,32.0,0.0,FuncDe00,6.2
377,Jon Hilliman,24,rb,3,1,75.00%,1,0.3,0,0,5,1.0,0.3,2.0,HillJo03,-0.9
378,Johnny Holton,29,wr,16,3,20.00%,21,7.0,0,1,18,0.2,1.3,0.0,HoltJo00,5.1
379,T.J. Jones,27,wr,3,0,75.00%,38,12.7,1,2,28,1.0,12.7,3.0,JoneT.00,6.8
380,Lance Kendricks,31,te,12,1,42.90%,50,16.7,0,3,24,0.3,4.2,0.0,KendLa00,8.0
381,Chris Lacy,23,wr,7,2,30.00%,60,20.0,0,2,48,0.4,8.6,0.0,LacyCh00,9.0
382,Marqise Lee,28,wr,6,1,75.00%,18,6.0,0,2,8,0.5,3.0,0.0,LeexMa00,4.8
383,Chris Moore,26,wr,14,1,60.00%,21,7.0,0,0,13,0.2,1.5,0.0,MoorCh00,5.1
384,Stanley Morgan Jr.,23,wr,11,0,30.00%,18,6.0,0,0,9,0.3,1.6,0.0,MorgSt02,4.8
385,Josh Oliver,22,te,4,1,50.00%,15,5.0,0,0,6,0.8,3.8,0.0,OlivJo00,4.5
386,Devine Ozigbo,23,rb,10,0,60.00%,23,7.7,0,1,12,0.3,2.3,0.0,OzigDe01,5.3
387,Andre Roberts*,31,wr,13,0,42.90%,20,6.7,0,1,7,0.2,1.5,1.0,RobeAn00,3.0
388,Russell Shepard,29,wr,3,0,37.50%,25,8.3,0,1,12,1.0,8.3,0.0,ShepRu00,5.5
389,Benny Snell Jr.,21,rb,13,2,75.00%,23,7.7,0,0,14,0.2,1.8,1.0,SnelBe00,3.3
390,Derek Watt,27,rb,16,2,60.00%,32,10.7,0,1,21,0.2,2.0,0.0,WattDe00,6.2
391,Bobo Wilson,24,wr,6,1,27.30%,35,11.7,0,2,14,0.5,5.8,3.0,WilsJe00,0.5
392,Jeff Wilson,24,rb,10,0,60.00%,34,11.3,1,1,25,0.3,3.4,0.0,WilsJe01,12.4
393,Deon Yelder,24,te,9,1,75.00%,50,16.7,0,2,24,0.3,5.6,0.0,YeldDe00,8.0
394,Olamide Zaccheaus,22,wr,10,0,60.00%,115,38.3,1,2,93,0.3,11.5,0.0,ZaccOl01,20.5
395,Alex Armah,25,fb,16,1,100.00%,6,3.0,0,0,4,0.1,0.4,0.0,ArmaAl00,2.6
396,Chad Beebe,25,wr,3,0,100.00%,70,35.0,0,2,61,0.7,23.3,3.0,BeebCh00,3.0
397,Josh Bellamy,30,wr,7,0,66.70%,20,10.0,0,1,15,0.3,2.9,0.0,BellJo02,4.0
398,Nick Bellore,30,lb,14,1,100.00%,23,11.5,1,2,20,0.1,1.6,0.0,BellNi01,10.3
399,C.J. Board,26,wr,4,0,50.00%,31,15.5,0,1,23,0.5,7.8,0.0,BoarC.00,5.1
400,Fred Brown,26,wr,13,1,66.70%,21,10.5,0,1,16,0.2,1.6,1.0,BrowFr01,2.1
401,Malcolm Brown,26,rb,14,1,33.30%,16,8.0,0,0,10,0.1,1.1,0.0,BrowMa03,3.6
402,Pharaoh Brown,25,TE,9,6,66.70%,27,13.5,0,1,18,0.2,3.0,0.0,BrowPh01,4.7
403,Deontay Burnett,22,wr,1,1,50.00%,48,24.0,0,1,41,2.0,48.0,0.0,BurnDe00,6.8
404,Cethan Carter,24,te,15,0,66.70%,13,6.5,1,2,8,0.1,0.9,0.0,CartCe00,9.3
405,Robert Davis,24,0,6,3,40.00%,17,8.5,0,2,11,0.3,2.8,0.0,DaviRo00,3.7
406,Ashton Dulin,22,wr,13,0,100.00%,17,8.5,0,0,13,0.2,1.3,0.0,DuliAs00,3.7
407,Tyler Ervin,26,0,10,0,50.00%,11,5.5,0,1,6,0.2,1.1,2.0,ErviTy00,-0.9
408,Rico Gafford,23,db,4,1,100.00%,66,33.0,1,2,49,0.5,16.5,0.0,GaffRi00,14.6
409,Wes Hills,24,rb,1,1,100.00%,1,0.5,0,0,2,2.0,1.0,0.0,HillWe00,2.1
410,Alexander Hollins,23,wr,5,1,50.00%,46,23.0,0,2,35,0.4,9.2,0.0,HollAl00,6.6
411,Cody Hollister,26,wr,5,0,100.00%,13,6.5,0,0,11,0.4,2.6,0.0,HollCo00,3.3
412,Tanner Hudson,25,te,9,1,40.00%,26,13.0,0,1,14,0.2,2.9,0.0,HudsTa00,4.6
413,Ishmael Hyman,24,wr,2,1,50.00%,34,17.0,0,2,31,1.0,17.0,0.0,HymaIs00,5.4
414,Darius Jennings,27,wr,8,0,40.00%,17,8.5,0,2,11,0.3,2.1,0.0,JennDa00,3.7
415,T.J. Logan,25,fb,12,0,66.70%,13,6.5,0,1,11,0.2,1.1,0.0,LogaT.00,3.3
416,Steven Mitchell,25,wr,3,1,33.30%,37,18.5,0,2,21,0.7,12.3,0.0,MitcSt02,5.7
417,Jason Moore,24,wr,10,0,40.00%,43,21.5,0,2,32,0.2,4.3,0.0,MoorJa02,6.3
418,Isaac Nauta,22,te,6,0,66.70%,13,6.5,0,1,10,0.3,2.2,0.0,NautIs00,3.3
419,Roosevelt Nix,27,rb,3,0,66.70%,4,2.0,0,0,4,0.7,1.3,0.0,NixxRo01,2.4
420,Gunner Olszewski,23,wr,8,0,50.00%,34,17.0,0,1,29,0.3,4.3,1.0,OlszGu00,3.4
421,Elijhaa Penny,26,rb,16,1,50.00%,9,4.5,0,0,9,0.1,0.6,0.0,PennEl00,2.9
422,Troymaine Pope,26,rb,14,0,66.70%,14,7.0,1,1,13,0.1,1.0,1.0,PopeTr00,7.4
423,Eric Saubert,25,te,2,0,66.70%,21,10.5,0,1,11,1.0,10.5,0.0,SaubEr00,4.1
424,Da'Mari Scott,24,wr,5,2,66.70%,22,11.0,0,2,11,0.4,4.4,0.0,ScotDa02,4.2
425,Anthony Sherman,31,rb,16,0,66.70%,22,11.0,0,2,15,0.1,1.4,0.0,SherAn00,4.2
426,Scott Simonson,27,te,5,1,100.00%,11,5.5,0,1,10,0.4,2.2,0.0,SimoSc00,3.1
427,Cam Sims,23,wr,7,1,66.70%,27,13.5,0,1,15,0.3,3.9,0.0,SimsCa00,4.7
428,Mike Thomas,25,wr,16,0,40.00%,14,7.0,0,1,9,0.1,0.9,0.0,ThomMi04,3.4
429,Levine Toilolo,28,te,13,0,100.00%,10,5.0,0,0,8,0.2,0.8,0.0,ToilLe00,3.0
430,Michael Walker,23,wr,7,0,66.70%,15,7.5,0,1,9,0.3,2.1,2.0,WalkMi00,-0.5
431,Trevon Wesco,24,0,16,1,66.70%,47,23.5,0,2,32,0.1,2.9,0.0,WescTr00,6.7
432,Zach Zenner,28,0,5,0,66.70%,19,9.5,0,2,13,0.4,3.8,0.0,ZennZa00,3.9
433,Jamal Agnew,24,db,13,0,50.00%,-2,-2.0,0,0,-2,0.1,-0.2,1.0,AgneJa00,-1.2
434,Javorius Allen,28,rb,10,0,50.00%,9,9.0,0,0,9,0.1,0.9,0.0,AlleJa01,1.9
435,Antony Auclair,26,te,8,5,33.30%,11,11.0,0,1,11,0.1,1.4,0.0,AuclAn00,2.1
436,David Blough,24,qb,5,5,100.00%,19,19.0,1,1,19,0.2,3.8,1.0,BlouDa00,6.9
437,Garrett Bradbury,24,C,16,16,100.00%,-4,-4.0,0,0,-4,0.1,-0.3,0.0,BradGa00,0.6
438,Jacoby Brissett,27,QB,15,15,100.00%,2,2.0,0,0,2,0.1,0.1,7.0,BrisJa00,-12.8
439,Ventell Bryant,23,wr,12,0,100.00%,15,15.0,1,1,15,0.1,1.3,0.0,BryaVe00,8.5
440,Kevin Byard,26,FS,16,16,100.00%,11,11.0,0,1,11,0.1,0.7,0.0,ByarKe01,2.1
441,Austin Carr,26,wr,6,3,25.00%,9,9.0,0,1,9,0.2,1.5,0.0,CarrAu00,1.9
442,Sean Culkin,26,te,4,2,50.00%,12,12.0,0,1,12,0.3,3.0,0.0,CulkSe00,2.2
443,Andy Dalton,32,QB,13,13,100.00%,-4,-4.0,0,0,-4,0.1,-0.3,8.0,DaltAn00,-15.4
444,Darrell Daniels,25,te,11,0,33.30%,4,4.0,0,1,4,0.1,0.4,0.0,DaniDa02,1.4
445,Cody Davis,30,db,16,0,100.00%,7,7.0,0,1,7,0.1,0.4,0.0,DaviCo02,1.7
446,Rashard Davis,24,wr,1,0,100.00%,16,16.0,0,1,16,1.0,16.0,0.0,DaviRa01,2.6
447,Dion Dawkins,25,LT,16,16,100.00%,1,1.0,1,1,1,0.1,0.1,0.0,DawkDi00,7.1
448,Michael Deiter,23,LG,16,15,100.00%,0,0.0,0,0,0,0.1,0.0,0.0,DeitMi00,1.0
449,Jeff Driskel,26,qb,3,3,100.00%,6,6.0,0,0,6,0.3,2.0,1.0,DrisJe00,-0.4
450,Quincy Enunwa,27,wr,1,1,33.30%,-4,-4.0,0,0,8,1.0,-4.0,1.0,EnunQu00,-1.4
451,Zach Gentry,23,te,4,0,100.00%,4,4.0,0,1,4,0.3,1.0,0.0,GentZa00,1.4
452,Cyril Grayson,26,wr,2,0,100.00%,3,3.0,0,0,3,0.5,1.5,0.0,GrayCy01,1.3
453,Xavier Grimble,27,te,3,1,33.30%,3,3.0,0,0,3,0.3,1.0,0.0,GrimXa00,1.3
454,Dwayne Harris,32,wr,3,0,100.00%,7,7.0,0,0,7,0.3,2.3,0.0,HarrDw00,1.7
455,Chris Herndon,23,te,1,0,50.00%,7,7.0,0,0,7,1.0,7.0,0.0,HernCh00,1.7
456,Krishawn Hogan,24,wr,8,0,100.00%,4,4.0,0,0,4,0.1,0.5,0.0,HogaKr00,1.4
457,Jakob Johnson,25,FB,4,3,50.00%,5,5.0,0,0,5,0.3,1.3,0.0,JohnJa12,1.5
458,Charles Jones,23,te,4,0,100.00%,5,5.0,0,0,5,0.3,1.3,0.0,JoneCh10,1.5
459,Taiwan Jones,31,rb,11,0,100.00%,9,9.0,0,0,9,0.1,0.8,0.0,JoneTa00,1.9
460,Dennis Kelly,29,t,15,4,100.00%,1,1.0,1,1,1,0.1,0.1,0.0,KellDe00,7.1
461,Ben Koyack,26,te,11,6,33.30%,9,9.0,0,0,9,0.1,0.8,0.0,KoyaBe00,1.9
462,Chris Manhertz,27,te,15,6,100.00%,11,11.0,0,1,11,0.1,0.7,0.0,ManhCh00,2.1
463,Codey McElroy,27,te,1,0,100.00%,30,30.0,0,1,30,1.0,30.0,0.0,McElCo00,4.0
464,Kaleb McGary,24,RT,16,16,100.00%,-3,-3.0,0,0,-3,0.1,-0.2,0.0,McGaKa00,0.7
465,Qadree Ollison,23,rb,8,0,50.00%,7,7.0,0,1,7,0.1,0.9,1.0,OlliQa00,-0.3
466,Ricky Ortiz,25,fb,1,0,100.00%,8,8.0,0,0,8,1.0,8.0,0.0,OrtiRi00,1.8
467,Paul Perkins,25,rb,4,0,100.00%,9,9.0,0,0,9,0.3,2.3,0.0,PerkPa00,1.9
